Publication_year,NPmaterials,NPshape,Coated,Charge,Pegylation,Uptakepathway,Toxicity,Immuneresponse,Otherbiologicaleffect,PCmethods,Incubationcondition,PCprotein
2017,Others,Others,Unknown,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Biodistribution,Spectrum,Medium,Others
2017,Silicon,Others,Unknown,Positive charge,Unpegylated,Unknown,Cytotoxicity,Complement,Targeting,Fluorescence,Serum,Transferrin
2017,Silicon,Spherical,Coated,Negative charge,Unpegylated,Unknown,Unknown,Others,Antibacterial,Microscope,Medium,Others
2017,Silicon,Spherical,Unknown,Negative charge,Unpegylated,Endocytosis,Cytotoxicity,Others,Others,Fluorescence,Others,Others
2017,Others,Spherical,Coated,Positive charge,Unpegylated,Unknown,Unknown,Complement,Targeting,Microscope,Serum,Fibrinogen
2017,Gold,Amorphous,Coated,Negative charge,Unpegylated,Phagocytosis,Mitochondrial toxicity,Dendritic cells,Anticancer,Microscope,Medium,Albumin
2017,Others,Others,Coated,Unknown,Unpegylated,Unknown,Cytotoxicity,Others,Biodistribution,Sdspage,Serum,Albumin
2017,Polystyrene,Nanotubes,Coated,Unknown,Unpegylated,Unknown,Cytotoxicity,Others,Anticancer,Others,Plasma,Transferrin
2017,Silicon,Amorphous,Unknown,Negative charge,Unpegylated,Unknown,Cytotoxicity,Macrophages,Biodistribution,Fluorescence,Bovine,Others
2017,Colloids,Others,Uncoated,Neutral,Unpegylated,Unknown,Cytotoxicity,Macrophages,Biodistribution,Spectrum,Medium,Others
2017,Oxidative,Spherical,Coated,Negative charge,Unpegylated,Endocytosis,Cytotoxicity,Immune response,Targeting,Spectrum,Serum,Albumin
2017,Agglomerates,Spherical,Coated,Positive charge,Unpegylated,Phagocytosis,Cytotoxicity,Macrophages,Biodistribution,Microscope,Medium,Others
2017,Silicon,Others,Coated,Positive charge,Unpegylated,Unknown,Unknown,Others,Release,Fluorescence,Medium,Others
2017,Others,Others,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Immune response,Biodistribution,Fluorescence,Plasma,Lipoprotein
2017,Others,Nanotubes,Coated,Unknown,Unpegylated,Unknown,Cytotoxicity,Inflammation,Others,Proteomics,Medium,Others
2017,Agglomerates,Others,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Others,Biodistribution,Fluorescence,Medium,Albumin
2017,Micelles,Spherical,Coated,Neutral,Unpegylated,Endocytosis,Cytotoxicity,Cytokines,Anticancer,Fluorescence,Medium,Albumin
2017,Agglomerates,Others,Coated,Negative charge,Unpegylated,Unknown,Unknown,Others,Enzymes,Spectrum,Others,Others
2017,Surfactants,Nanotubes,Coated,Negative charge,Unpegylated,Phagocytosis,Cytotoxicity,Macrophages,Biodistribution,Spectrum,Plasma,Albumin
2017,Others,Amorphous,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Others,Stability,Spectrum,Serum,Others
2017,Others,Others,Coated,Negative charge,Unpegylated,Phagocytosis,Unknown,Others,Anticancer,Fluorescence,Serum,Others
2017,Magnetic,Others,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Others,Stability,Sdspage,Serum,Albumin
2017,Gold,Nanosheets,Coated,Negative charge,Unpegylated,Phagocytosis,Cytotoxicity,Immune response,Biodistribution,Microscope,Plasma,Others
2017,Quantum,Spherical,Coated,Negative charge,Unpegylated,Unknown,Hemotoxicity,Others,Anticancer,Spectrum,Plasma,Albumin
2017,Oxidative,Others,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Complement,Enzymes,Spectrum,Serum,Albumin
2017,Peptide,Others,Unknown,Negative charge,Unpegylated,Endocytosis,Cytotoxicity,Macrophages,Biodistribution,Microscope,Plasma,Albumin
2017,Silver,Others,Coated,Negative charge,Unpegylated,Phagocytosis,Cytotoxicity,Macrophages,Release,Proteomics,Medium,Albumin
2017,Silver,Nanorods,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Anticancer,Spectrum,Serum,Albumin
2017,Silicon,Spherical,Coated,Unknown,Unpegylated,Unknown,Unknown,Others,Biodistribution,Others,Serum,Others
2017,Others,Nanostars,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Others,Biodistribution,Fluorescence,Serum,Albumin
2017,Others,Others,Coated,Unknown,Unpegylated,Phagocytosis,Cytotoxicity,Immune response,Antibacterial,Proteomics,Plasma,Albumin
2017,Peptide,Others,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Monocytes,Targeting,Proteomics,Medium,Others
2017,Others,Others,Coated,Negative charge,Unpegylated,Phagocytosis,Unknown,Dendritic cells,Biodistribution,Fluorescence,Serum,Albumin
2017,Silver,Spherical,Coated,Negative charge,Unpegylated,Phagocytosis,Cytotoxicity,Complement,Biodistribution,Proteomics,Plasma,Fibrinogen
2017,Colloids,Nanorods,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Others,Release,Fluorescence,Bovine,Albumin
2017,Magnetic,Others,Coated,Positive charge,Unpegylated,Unknown,Unknown,Others,Enzymes,Fluorescence,Others,Lipoprotein
2017,Others,Nanotubes,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Stability,Spectrum,Plasma,Others
2017,Silver,Others,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Macrophages,Biodistribution,Spectrum,Serum,Albumin
2017,Peptide,Nanotubes,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Others,Stability,Sdspage,Medium,Others
2017,Colloids,Others,Coated,Negative charge,Unpegylated,Unknown,Unknown,Immune response,Enzymes,Spectrum,Bovine,Others
2017,Silver,Others,Unknown,Negative charge,Unpegylated,Unknown,Cytotoxicity,Others,Antibacterial,Fluorescence,Serum,Albumin
2017,Agglomerates,Others,Unknown,Negative charge,Unpegylated,Unknown,Cytotoxicity,Others,Anticancer,Sdspage,Bovine,Albumin
2017,Lipoplexes,Others,Coated,Positive charge,Unpegylated,Phagocytosis,Cytotoxicity,Complement,Biodistribution,Proteomics,Plasma,Albumin
2017,Agglomerates,Others,Coated,Positive charge,Unpegylated,Unknown,Unknown,Immune response,Stability,Fluorescence,Serum,Albumin
2017,Colloids,Others,Coated,Unknown,Unpegylated,Unknown,Unknown,Others,Biodistribution,Others,Medium,Others
2017,Others,Spherical,Coated,Negative charge,Unpegylated,Phagocytosis,Cytotoxicity,Macrophages,Biodistribution,Fluorescence,Serum,Albumin
2017,Oxidative,Nanotubes,Unknown,Negative charge,Unpegylated,Unknown,Cytotoxicity,Others,Enzymes,Fluorescence,Plasma,Others
2017,Silicon,Spherical,Coated,Unknown,Unpegylated,Unknown,Cytotoxicity,Complement,Therapy,Spectrum,Serum,Albumin
2017,Silicon,Others,Unknown,Unknown,Unpegylated,Unknown,Cytotoxicity,Others,Others,Microscope,Medium,Others
2017,Carbon,Nanotubes,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Immune response,Biodistribution,Spectrum,Plasma,Fibrinogen
2017,Silver,Others,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Immune response,Anticancer,Spectrum,Serum,Albumin
2017,Silver,Spherical,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Macrophages,Stability,Spectrum,Medium,Lipoprotein
2017,Carbon,Nanotubes,Coated,Neutral,Unpegylated,Phagocytosis,Cytotoxicity,Complement,Biodistribution,Spectrum,Serum,Lipoprotein
2017,Oxidative,Others,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Immune response,Anticancer,Fluorescence,Serum,Albumin
2017,Oxidative,Amorphous,Coated,Negative charge,Unpegylated,Endocytosis,Cytotoxicity,Macrophages,Release,Microscope,Medium,Albumin
2017,Polystyrene,Others,Coated,Unknown,Unpegylated,Unknown,Cytotoxicity,Macrophages,Biodistribution,Microscope,Serum,Transferrin
2017,Magnetic,Nanorods,Coated,Neutral,Unpegylated,Unknown,Unknown,Others,Anticancer,Spectrum,Serum,Albumin
2017,Others,Nanosheets,Unknown,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Stability,Spectrum,Serum,Albumin
2017,Gold,Spherical,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Others,Biodistribution,Fluorescence,Serum,Albumin
2017,Gold,Nanotubes,Unknown,Negative charge,Unpegylated,Exocytosis,Cytotoxicity,Inflammation,Enzymes,Fluorescence,Serum,Transferrin
2017,Oxidative,Nanotubes,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Dendritic cells,Stability,Spectrum,Bovine,Others
2017,Others,Spherical,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Macrophages,Biodistribution,Spectrum,Serum,Albumin
2017,Polystyrene,Amorphous,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Others,Antibacterial,Spectrum,Medium,Albumin
2017,Unknown,Spherical,Unknown,Unknown,Unpegylated,Unknown,Unknown,Others,Release,Others,Others,Others
2017,Polystyrene,Others,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Biodistribution,Fluorescence,Bovine,Albumin
2017,Unknown,Others,Unknown,Unknown,Unpegylated,Unknown,Unknown,Others,Biodistribution,Others,Others,Others
2017,Virus,Others,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Others,Biodistribution,Microscope,Medium,Others
2017,Others,Others,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Immune response,Anticancer,Proteomics,Serum,Lipoprotein
2017,Silver,Nanosheets,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Antibacterial,Spectrum,Medium,Others
2017,Oxidative,Spherical,Coated,Positive charge,Unpegylated,Endocytosis,Cytotoxicity,Inflammation,Release,Sdspage,Serum,Albumin
2017,Agglomerates,Others,Coated,Positive charge,Unpegylated,Unknown,Unknown,Others,Others,Microscope,Serum,Albumin
2017,Silver,Spherical,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Stability,Spectrum,Serum,Albumin
2017,Gold,Nanotubes,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Macrophages,Biodistribution,Spectrum,Serum,Transferrin
2017,Silver,Others,Unknown,Negative charge,Unpegylated,Unknown,Cytotoxicity,Others,Stability,Spectrum,Serum,Albumin
2017,Silicon,Amorphous,Unknown,Positive charge,Unpegylated,Endocytosis,Cytotoxicity,Cytokines,Targeting,Proteomics,Medium,Fibrinogen
2017,Peptide,Nanosheets,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Stability,Fluorescence,Serum,Albumin
2017,Magnetic,Spherical,Coated,Neutral,Unpegylated,Unknown,Unknown,Others,Antibacterial,Spectrum,Medium,Others
2017,Others,Spherical,Coated,Unknown,Unpegylated,Phagocytosis,Cytotoxicity,Macrophages,Stability,Others,Medium,Transferrin
2017,Silver,Spherical,Unknown,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Antibacterial,Spectrum,Serum,Albumin
2017,Oxidative,Others,Unknown,Unknown,Unpegylated,Unknown,Cytotoxicity,Others,Others,Others,Others,Others
2017,Others,Nanorods,Coated,Positive charge,Unpegylated,Endocytosis,Cytotoxicity,Others,Therapy,Fluorescence,Serum,Albumin
2017,Quantum,Spherical,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Others,Stability,Fluorescence,Serum,Transferrin
2017,Others,Others,Unknown,Negative charge,Unpegylated,Unknown,Cytotoxicity,Complement,Biodistribution,Fluorescence,Plasma,Fibrinogen
2017,Oxidative,Others,Coated,Positive charge,Unpegylated,Endocytosis,Cytotoxicity,Inflammation,Biodistribution,Fluorescence,Plasma,Albumin
2017,Micelles,Spherical,Coated,Positive charge,Unpegylated,Unknown,Unknown,Others,Biodistribution,Sdspage,Serum,Others
2017,Others,Nanorods,Unknown,Positive charge,Unpegylated,Endocytosis,Cytotoxicity,Macrophages,Anticancer,Microscope,Serum,Albumin
2017,Micelles,Spherical,Coated,Positive charge,Unpegylated,Exocytosis,Cytotoxicity,Macrophages,Release,Microscope,Medium,Albumin
2017,Carbon,Amorphous,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Macrophages,Enzymes,Spectrum,Bovine,Others
2017,Polystyrene,Spherical,Unknown,Negative charge,Unpegylated,Unknown,Cytotoxicity,Macrophages,Biodistribution,Spectrum,Bovine,Transferrin
2017,Gold,Others,Coated,Negative charge,Unpegylated,Unknown,Unknown,Others,Biodistribution,Fluorescence,Plasma,Albumin
2017,Virus,Others,Coated,Positive charge,Unpegylated,Unknown,Unknown,Immune response,Anticancer,Others,Serum,Others
2017,Carbon,Nanosheets,Coated,Negative charge,Unpegylated,Phagocytosis,Cytotoxicity,Macrophages,Anticancer,Fluorescence,Medium,Albumin
2018,Others,Nanorods,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Immune response,Biodistribution,Spectrum,Serum,Albumin
2018,Agglomerates,Others,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Macrophages,Stability,Microscope,Serum,Albumin
2018,Silicon,Amorphous,Unknown,Unknown,Unpegylated,Unknown,Cytotoxicity,Inflammation,Biodistribution,Wavelength,Others,Others
2018,Micelles,Nanosheets,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Anticancer,Microscope,Medium,Albumin
2018,Silver,Others,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Inflammation,Biodistribution,Spectrum,Serum,Albumin
2018,Carbon,Nanosheets,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Macrophages,Biodistribution,Microscope,Serum,Others
2018,Oxidative,Others,Coated,Negative charge,Unpegylated,Unknown,Unknown,Inflammation,Biodistribution,Microscope,Plasma,Others
2018,Others,Nanosheets,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Macrophages,Release,Fluorescence,Serum,Albumin
2018,Polystyrene,Others,Coated,Negative charge,Unpegylated,Endocytosis,Cytotoxicity,Complement,Biodistribution,Fluorescence,Medium,Lipoprotein
2018,Magnetic,Spherical,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Macrophages,Biodistribution,Microscope,Serum,Lipoprotein
2018,Others,Nanotubes,Coated,Negative charge,Unpegylated,Phagocytosis,Cytotoxicity,Complement,Biodistribution,Spectrum,Serum,Others
2018,Gold,Others,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Others,Anticancer,Microscope,Serum,Fibrinogen
2018,Oxidative,Nanotubes,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Complement,Biodistribution,Fluorescence,Serum,Albumin
2018,Micelles,Others,Coated,Neutral,Unpegylated,Unknown,Unknown,Others,Others,Others,Plasma,Others
2018,Gold,Others,Unknown,Unknown,Unpegylated,Unknown,Unknown,Others,Stability,Spectrum,Others,Others
2018,Colloids,Spherical,Unknown,Positive charge,Unpegylated,Unknown,Cytotoxicity,Cytokines,Release,Fluorescence,Serum,Others
2018,Quantum,Others,Coated,Unknown,Unpegylated,Unknown,Unknown,Others,Enzymes,Spectrum,Bovine,Albumin
2018,Silver,Spherical,Unknown,Positive charge,Unpegylated,Phagocytosis,Cytotoxicity,Others,Anticancer,Spectrum,Serum,Transferrin
2018,Micelles,Spherical,Coated,Positive charge,Unpegylated,Phagocytosis,Cytotoxicity,Inflammation,Anticancer,Fluorescence,Plasma,Albumin
2018,Others,Spherical,Coated,Negative charge,Unpegylated,Phagocytosis,Cytotoxicity,Complement,Targeting,Microscope,Medium,Albumin
2018,Lipoplexes,Others,Coated,Negative charge,Unpegylated,Endocytosis,Cytotoxicity,Others,Biodistribution,Fluorescence,Plasma,Lipoprotein
2018,Quantum,Others,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Stability,Spectrum,Others,Others
2018,Silver,Spherical,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Complement,Antibacterial,Spectrum,Medium,Others
2018,Others,Nanosheets,Coated,Positive charge,Unpegylated,Phagocytosis,Hemotoxicity,Macrophages,Biodistribution,Spectrum,Plasma,Albumin
2018,Oxidative,Spherical,Coated,Negative charge,Unpegylated,Phagocytosis,Cytotoxicity,Complement,Release,Sdspage,Plasma,Fibrinogen
2018,Silver,Nanosheets,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Others,Antibacterial,Spectrum,Medium,Others
2018,Silver,Spherical,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Cytokines,Release,Microscope,Serum,Albumin
2018,Silicon,Spherical,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Cytokines,Anticancer,Spectrum,Serum,Albumin
2018,Colloids,Others,Coated,Negative charge,Unpegylated,Endocytosis,Cytotoxicity,Monocytes,Anticancer,Spectrum,Medium,Others
2018,Silver,Spherical,Unknown,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Others,Spectrum,Plasma,Albumin
2018,Colloids,Others,Unknown,Negative charge,Unpegylated,Unknown,Cytotoxicity,Macrophages,Release,Microscope,Medium,Others
2018,Agglomerates,Nanotubes,Coated,Negative charge,Unpegylated,Phagocytosis,Cytotoxicity,Macrophages,Anticancer,Fluorescence,Medium,Albumin
2018,Lipoplexes,Spherical,Coated,Negative charge,Unpegylated,Phagocytosis,Cytotoxicity,Complement,Biodistribution,Sdspage,Serum,Albumin
2018,Peptide,Spherical,Unknown,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Anticancer,Fluorescence,Plasma,Others
2018,Gold,Spherical,Unknown,Negative charge,Unpegylated,Endocytosis,Cytotoxicity,Others,Anticancer,Microscope,Plasma,Albumin
2018,Agglomerates,Nanorods,Coated,Negative charge,Unpegylated,Phagocytosis,Cytotoxicity,Immune response,Anticancer,Spectrum,Plasma,Lipoprotein
2018,Micelles,Others,Coated,Negative charge,Unpegylated,Unknown,Unknown,Immune response,Biodistribution,Spectrum,Bovine,Albumin
2018,Peptide,Nanotubes,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Immune response,Biodistribution,Spectrum,Others,Others
2018,Others,Nanotubes,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Immune response,Stability,Fluorescence,Serum,Albumin
2018,Peptide,Nanotubes,Coated,Unknown,Unpegylated,Unknown,Cytotoxicity,Others,Enzymes,Fluorescence,Others,Others
2018,Agglomerates,Spherical,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Others,Biodistribution,Microscope,Plasma,Albumin
2018,Silver,Spherical,Unknown,Unknown,Unpegylated,Unknown,Cytotoxicity,Immune response,Others,Others,Medium,Others
2018,Magnetic,Spherical,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Immune response,Anticancer,Spectrum,Plasma,Albumin
2018,Others,Nanotubes,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Macrophages,Therapy,Fluorescence,Serum,Fibrinogen
2018,Agglomerates,Nanosheets,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Stability,Spectrum,Bovine,Albumin
2018,Silicon,Amorphous,Coated,Positive charge,Unpegylated,Phagocytosis,Cytotoxicity,Macrophages,Biodistribution,Microscope,Medium,Others
2018,Others,Spherical,Coated,Positive charge,Unpegylated,Unknown,Unknown,Others,Anticancer,Spectrum,Serum,Albumin
2018,Silver,Spherical,Unknown,Unknown,Unpegylated,Unknown,Cytotoxicity,Others,Biodistribution,Fluorescence,Serum,Albumin
2018,Micelles,Others,Coated,Negative charge,Unpegylated,Phagocytosis,Cytotoxicity,Macrophages,Biodistribution,Microscope,Plasma,Lipoprotein
2018,Silver,Others,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Others,Antibacterial,Fluorescence,Serum,Albumin
2018,Oxidative,Others,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Cytokines,Anticancer,Microscope,Medium,Fibrinogen
2018,Silver,Others,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Inflammation,Biodistribution,Fluorescence,Bovine,Albumin
2018,Oxidative,Nanotubes,Coated,Neutral,Unpegylated,Unknown,Cytotoxicity,Macrophages,Biodistribution,Fluorescence,Serum,Albumin
2018,Others,Others,Coated,Positive charge,Unpegylated,Unknown,Unknown,Immune response,Biodistribution,Fluorescence,Serum,Others
2018,Others,Others,Unknown,Positive charge,Unpegylated,Endocytosis,Cytotoxicity,Others,Anticancer,Fluorescence,Serum,Albumin
2018,Carbon,Nanotubes,Coated,Neutral,Unpegylated,Unknown,Cytotoxicity,Monocytes,Release,Microscope,Serum,Albumin
2018,Carbon,Nanotubes,Unknown,Positive charge,Unpegylated,Unknown,Cytotoxicity,Inflammation,Stability,Fluorescence,Serum,Albumin
2018,Others,Others,Coated,Positive charge,Unpegylated,Endocytosis,Cytotoxicity,Others,Biodistribution,Fluorescence,Serum,Albumin
2018,Peptide,Others,Coated,Positive charge,Unpegylated,Unknown,Unknown,Inflammation,Biodistribution,Sdspage,Bovine,Others
2018,Others,Spherical,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Immune response,Therapy,Others,Plasma,Fibrinogen
2018,Magnetic,Others,Coated,Negative charge,Unpegylated,Endocytosis,Cytotoxicity,Immune response,Antibacterial,Microscope,Serum,Others
2018,Lipoplexes,Others,Unknown,Positive charge,Unpegylated,Unknown,Unknown,Inflammation,Biodistribution,Others,Plasma,Lipoprotein
2018,Agglomerates,Spherical,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Others,Biodistribution,Spectrum,Medium,Albumin
2018,Gold,Spherical,Uncoated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Inflammation,Release,Microscope,Medium,Others
2018,Silver,Spherical,Coated,Positive charge,Unpegylated,Unknown,Cytotoxicity,Others,Therapy,Fluorescence,Medium,Others
2018,Micelles,Spherical,Coated,Negative charge,Unpegylated,Unknown,Cytotoxicity,Dendritic cells,Release,Spectrum,Medium,Albumin
